idx,split,ground_truth,model_response,verdict,flagged,reason,corrected_text
1149,train,broadcast and television report on his,INCORRECT: his→this | CORRECTED: broadcast and television report on this,INCORRECT,True,his→this,broadcast and television report on this
1151,train,morning . He is to make a 30-minute nation-wide,INCORRECT: nation→motion | CORRECTED: morning . He is to make a 30-minute motion-wide,INCORRECT,True,nation→motion,morning . He is to make a 30-minute motion-wide
1158,train,"third talks - the first were at Key West , Florida , the second in","INCORRECT: in→i've | CORRECTED: third talks - the first were at Key West , Florida , the second i've",INCORRECT,True,in→i've,"third talks - the first were at Key West , Florida , the second i've"
1161,train,"It said that the President and Premier noted "" with satisfaction "" the","INCORRECT: noted→quoted | CORRECTED: ""It said that the President and Premier quoted ""with satisfaction"" the""",INCORRECT,True,noted→quoted,"""It said that the President and Premier quoted ""with satisfaction"" the"""
1176,train,in London in time to join the Buckingham Palace dinner and to,INCORRECT: to→the | CORRECTED: in London in time to join the Buckingham Palace dinner and the,INCORRECT,True,to→the,in London in time to join the Buckingham Palace dinner and the
1179,train,"fly home with the President . In DUESSELDORF , Chancellor Adenauer","INCORRECT: home→house | CORRECTED: fly house with the President. In DUESSELDORF, Chancellor Adenauer",INCORRECT,True,home→house,"fly house with the President. In DUESSELDORF, Chancellor Adenauer"
1197,train,"meeting , peace-loving people will say ' a","INCORRECT: meeting→Wheeling | CORRECTED: Wheeling, peace-loving people will say 'a",INCORRECT,True,meeting→Wheeling,"Wheeling, peace-loving people will say 'a"
1210,train,"talks with President Kennedy would # help "" to","INCORRECT: #→be | CORRECTED: talks with President Kennedy would be help ""to""",INCORRECT,True,#→be,"talks with President Kennedy would be help ""to"""
1217,train,"Britain must depend on Nato and "" the West ""","INCORRECT: West→latest | CORRECTED: ""Britain must depend on Nato and "" the latest """"",INCORRECT,True,West→latest,"""Britain must depend on Nato and "" the latest """""
1218,train,troops . His main theme was that nuclear,INCORRECT: His→This | CORRECTED: troops . This main theme was that nuclear,INCORRECT,True,His→This,troops . This main theme was that nuclear
1224,train,to the missile .,INCORRECT: missile→missle | CORRECTED: to the missle .,INCORRECT,True,missile→missle,to the missle .
1227,train,support of his views . Obviously conscious of the fierce and,INCORRECT: support→different | CORRECTED: different of his views . Obviously conscious of the fierce and,INCORRECT,True,support→different,different of his views . Obviously conscious of the fierce and
1232,train,and refuse proposals with which they did not,INCORRECT: not→most | CORRECTED: and refuse proposals with which they did most,INCORRECT,True,not→most,and refuse proposals with which they did most
1235,train,not deny facilities to nations to which it was,INCORRECT: was→comes | CORRECTED: not deny facilities to nations to which it comes,INCORRECT,True,was→comes,not deny facilities to nations to which it comes
1249,train,"the Scarborough conference decisions did not , in his","INCORRECT: his→this | CORRECTED: the Scarborough conference decisions did not , in this",INCORRECT,True,his→this,"the Scarborough conference decisions did not , in this"
1255,train,disarmament to shift the emphasis of,INCORRECT: disarmament→discernment | CORRECTED: discernment to shift the emphasis of,INCORRECT,True,disarmament→discernment,discernment to shift the emphasis of
1262,train,"To Mr. Macmillan , Mr Gaitskell said the","INCORRECT: said→avoid, the→that | CORRECTED: To Mr. Macmillan , Mr Gaitskell avoid that",INCORRECT,True,"said→avoid, the→that","To Mr. Macmillan , Mr Gaitskell avoid that"
1263,train,in central Europe of a zone of controlled,"INCORRECT: extra leading ""in "" added, trailing "" is"" omitted | CORRECTED: central Europe of a zone of controlled is",INCORRECT,True,"extra leading ""in "" added, trailing "" is"" omitted",central Europe of a zone of controlled is
1287,train,capital . Mr. Cooper argued that a,INCORRECT: Mr.→Tr. | CORRECTED: capital . Tr. Cooper argued that a,INCORRECT,True,Mr.→Tr.,capital . Tr. Cooper argued that a
1326,train,Britain alone .,INCORRECT: Britain→British | CORRECTED: British alone .,INCORRECT,True,Britain→British,British alone .
1355,train,"THE next White Paper on defence , to","INCORRECT: Paper→Papers | CORRECTED: THE next White Papers on defence , to",INCORRECT,True,Paper→Papers,"THE next White Papers on defence , to"
1358,train,extent than ever before .,INCORRECT: extent→went | CORRECTED: went than ever before .,INCORRECT,True,extent→went,went than ever before .
1362,train,command structure and central administrative,"INCORRECT: missing repeated phrase "" command structure and central administrative"" | CORRECTED: command structure and central administrative command structure and central administrative",INCORRECT,True,"missing repeated phrase "" command structure and central administrative""",command structure and central administrative command structure and central administrative
1366,train,"has been working on the plan for some months ,","INCORRECT: plan→plam | CORRECTED: has been working on the plam for some months ,",INCORRECT,True,plan→plam,"has been working on the plam for some months ,"
1375,train,or five months .,INCORRECT: months→month | CORRECTED: or five month .,INCORRECT,True,months→month,or five month .
1381,train,return to the tradition of all-Regular,"INCORRECT: extra ""the"" inserted between ""to"" and ""tradition"" | CORRECTED: return to tradition of all-Regular",INCORRECT,True,"extra ""the"" inserted between ""to"" and ""tradition""",return to tradition of all-Regular
1400,train,is at odds with the Service chiefs over,"INCORRECT: extra leading ""is "" | CORRECTED: at odds with the Service chiefs over",INCORRECT,True,"extra leading ""is """,at odds with the Service chiefs over
1420,train,moment # when attention had to be,"INCORRECT: extraneous ""#"" inserted between ""moment"" and ""when"" | CORRECTED: moment when attention had to be",INCORRECT,True,"extraneous ""#"" inserted between ""moment"" and ""when""",moment when attention had to be
1456,train,Long before polling closed at 8 p.m. it was,INCORRECT: was→waiting | CORRECTED: Long before polling closed at 8 p.m. it waiting,INCORRECT,True,was→waiting,Long before polling closed at 8 p.m. it waiting
1476,train,"afraid of negotiation . "" Mr. Godber ,","INCORRECT: ""afraid"" → ""aft region"" | CORRECTED: ""aft region of negotiation . "" Mr. Godber ,""",INCORRECT,True,"""afraid"" → ""aft region""","""aft region of negotiation . "" Mr. Godber ,"""
1495,train,It was the end of a rather curious,INCORRECT: a→the | CORRECTED: It was the end of the rather curious,INCORRECT,True,a→the,It was the end of the rather curious
1504,train,"some "" new myth "" about betrayal of Germany","INCORRECT: some→part, of→at | CORRECTED: ""part "" new myth "" about betrayal at Germany""",INCORRECT,True,"some→part, of→at","""part "" new myth "" about betrayal at Germany"""
1506,train,"by the Allies . "" We do not , "" he said , "" really","INCORRECT: not→want | CORRECTED: by the Allies . "" We do want , "" he said , "" really",INCORRECT,True,not→want,"by the Allies . "" We do want , "" he said , "" really"
1514,train,sirable atmosphere of panic . He thought,INCORRECT: sirable→desirable | CORRECTED: desirable atmosphere of panic . He thought,INCORRECT,True,sirable→desirable,desirable atmosphere of panic . He thought
1516,train,on to a fully active footing . That,"INCORRECT: on→can, fully→faulty, active→achieve | CORRECTED: can to a faulty achieve footing . That",INCORRECT,True,"on→can, fully→faulty, active→achieve",can to a faulty achieve footing . That
1522,train,than about substance . The Prime Minister's,INCORRECT: than→about | CORRECTED: about about substance . The Prime Minister's,INCORRECT,True,than→about,about about substance . The Prime Minister's
1553,train,theme of limitation of armaments in Europe .,"INCORRECT: remove extraneous leading ""theme "" | CORRECTED: of limitation of armaments in Europe .",INCORRECT,True,"remove extraneous leading ""theme """,of limitation of armaments in Europe .
1555,train,establish in these territories .,INCORRECT: these→human | CORRECTED: establish in human territories,INCORRECT,True,these→human,establish in human territories
1558,train,"This could , he suggested , be linked with","INCORRECT: he→we | CORRECTED: This could , we suggested , be linked with",INCORRECT,True,he→we,"This could , we suggested , be linked with"
1566,train,"the Government , said Mr. Healey , to","INCORRECT: missing word ""went"" after ""Government"" | CORRECTED: the Government went, said Mr. Healey, to",INCORRECT,True,"missing word ""went"" after ""Government""","the Government went, said Mr. Healey, to"
1573,train,"night by his leader , Mr. Gaitskell . Mr.","INCORRECT: night→might | CORRECTED: might by his leader , Mr. Gaitskell . Mr.",INCORRECT,True,night→might,"might by his leader , Mr. Gaitskell . Mr."
1586,train,the Government's failure to condemn,"INCORRECT: remove leading ""the "" | CORRECTED: Government's failure to condemn",INCORRECT,True,"remove leading ""the """,Government's failure to condemn
1593,train,# otherwise endearing creature whose,INCORRECT: #→any | CORRECTED: any otherwise endearing creature whose,INCORRECT,True,#→any,any otherwise endearing creature whose
1604,train,of them Left-wing # sympathisers .,"INCORRECT: #→, | CORRECTED: of them Left-wing, sympathisers .",INCORRECT,True,"#→,","of them Left-wing, sympathisers ."
1605,train,"# Khruschev , was also taken to the","INCORRECT: #→Khrut | CORRECTED: Khrut Khruschev, was also taken to the",INCORRECT,True,#→Khrut,"Khrut Khruschev, was also taken to the"
1623,train,Lloyd said on # Tuesday that he proposed,INCORRECT: #→the | CORRECTED: Lloyd said on the Tuesday that he proposed,INCORRECT,True,#→the,Lloyd said on the Tuesday that he proposed
1654,train,"of the ETU , refused yesterday to","INCORRECT: refused→refuse | CORRECTED: of the ETU , refuse yesterday to",INCORRECT,True,refused→refuse,"of the ETU , refuse yesterday to"
1658,train,say that if an official resigns he is not allowed to run again,INCORRECT: again→against | CORRECTED: say that if an official resigns he is not allowed to run against,INCORRECT,True,again→against,say that if an official resigns he is not allowed to run against
1660,train,He was announcing his executive's rejection of the ultimatum to the,INCORRECT: ultimatum to → authorising his | CORRECTED: He was announcing his executive's rejection of the authorising his the,INCORRECT,True,ultimatum to → authorising his,He was announcing his executive's rejection of the authorising his the
1677,train,for a working week of 34 to 36 hours .,INCORRECT: 34→54 | CORRECTED: for a working week of 54 to 36 hours .,INCORRECT,True,34→54,for a working week of 54 to 36 hours .
1684,train,MACMILLAN'S announcement in the,INCORRECT: the→Med | CORRECTED: MACMILLAN'S announcement in Med,INCORRECT,True,the→Med,MACMILLAN'S announcement in Med
