idx,split,ground_truth,model_response,verdict,flagged,reason,corrected_text
249,train,his Housing Minister . It has aroused strong,"INCORRECT: extra ""his"" at start, strong→changing | CORRECTED: Housing Minister. It has aroused changing",INCORRECT,True,"extra ""his"" at start, strong→changing",Housing Minister. It has aroused changing
250,train,defended the appointment of a Negro as,CORRECT,CORRECT,False,,
251,train,projects .,CORRECT,CORRECT,False,,
252,train,opposition from the anti-Negro senators of the,CORRECT,CORRECT,False,,
253,train,Informal talks at Lancaster House will,INCORRECT: will→Wilfred | CORRECTED: Informal talks at Lancaster House Wilfred,INCORRECT,True,will→Wilfred,Informal talks at Lancaster House Wilfred
254,train,resume today . PRESIDENT KENNEDY today,"INCORRECT: resume→today, extra ""today"" removed, ""we"" added at end | CORRECTED: today. PRESIDENT KENNEDY today we",INCORRECT,True,"resume→today, extra ""today"" removed, ""we"" added at end",today. PRESIDENT KENNEDY today we
255,train,be to see there is no racial discrimination,"INCORRECT: extra ""be"" at start | CORRECTED: to see there is no racial discrimination",INCORRECT,True,"extra ""be"" at start",to see there is no racial discrimination
256,train,the appointment of a Negro as his Housing Minister .,CORRECT,CORRECT,False,,
257,train,senators of the Deep South . The negro is Mr.,CORRECT,CORRECT,False,,
258,train,will be to see there is no racial discrimination,CORRECT,CORRECT,False,,
259,train,in Government and State housing projects .,CORRECT,CORRECT,False,,
260,train,today . PRESIDENT KENNEDY today defended,INCORRECT: defended→defend | CORRECTED: today PRESIDENT KENNEDY today defend,INCORRECT,True,defended→defend,today PRESIDENT KENNEDY today defend
261,train,It has aroused strong opposition from the anti-Negro,CORRECT,CORRECT,False,,
262,train,Informal talks at Lancaster House will resume,CORRECT,CORRECT,False,,
263,train,Robert Weaver of New York . One of his tasks,"INCORRECT: Robert→Robart, tasks→tashes | CORRECTED: Robart Weaver of New York. One of his tashes",INCORRECT,True,"Robert→Robart, tasks→tashes",Robart Weaver of New York. One of his tashes
264,train,that Weaver once had Communist affiliations .,CORRECT,CORRECT,False,,
265,train,"by another Southern Senator - Willis Robertson ,",CORRECT,CORRECT,False,,
266,train,off the opposition by telling a television,"INCORRECT: off→of, opposition→apparitions | CORRECTED: of the apparitions by telling a television",INCORRECT,True,"off→of, opposition→apparitions",of the apparitions by telling a television
267,train,of Virginia - met today in closed session,INCORRECT: met→meet | CORRECTED: of Virginia - meet today in closed session,INCORRECT,True,met→meet,of Virginia - meet today in closed session
268,train,"audience it was "" current Washington gossip """,CORRECT,CORRECT,False,,
269,train,Robertson later disclosed he had sent a letter,CORRECT,CORRECT,False,,
270,train,to Mr. Kennedy saying he had received several,CORRECT,CORRECT,False,,
271,train,complaints about Weaver's loyalty .,CORRECT,CORRECT,False,,
272,train,to discuss Weaver's appointment . Senator,INCORRECT: Senator→Seward Law | CORRECTED: to discuss Weaver's appointment Seward Law,INCORRECT,True,Senator→Seward Law,to discuss Weaver's appointment Seward Law
273,train,Senator Allen Ellender of Louisiana sparked,CORRECT,CORRECT,False,,
274,train,"The Senate Banking Committee , which is headed",CORRECT,CORRECT,False,,
275,train,discuss Weaver's appointment . Senator,CORRECT,CORRECT,False,,
276,train,Virginia - met today in closed session to,"INCORRECT: Virginia placed at line start instead of after ""to"" | CORRECTED: met today in closed session to Virginia",INCORRECT,True,"Virginia placed at line start instead of after ""to""",met today in closed session to Virginia
277,train,"Southern Senator - Willis Robertson , of",CORRECT,CORRECT,False,,
278,train,"Committee , which is headed by another",CORRECT,CORRECT,False,,
279,train,Robertson later disclosed he had sent a letter,INCORRECT: Robertson→Ralldon | CORRECTED: Ralldon later disclosed he had sent a letter,INCORRECT,True,Robertson→Ralldon,Ralldon later disclosed he had sent a letter
280,train,to Mr. Kennedy saying he had received,CORRECT,CORRECT,False,,
281,train,"Washington gossip "" that Weaver once had",INCORRECT: Washington→Wankington | CORRECTED: Wankington gossip that Weaver once had,INCORRECT,True,Washington→Wankington,Wankington gossip that Weaver once had
282,train,Communist affiliations . The Senate Banking,"INCORRECT: ""Communist → Committee of"" | CORRECTED: ""Committee of affiliations. The Senate Banking""",INCORRECT,True,"""Communist → Committee of""","""Committee of affiliations. The Senate Banking"""
283,train,"Senator Allen Ellender , of Louisiana ,",CORRECT,CORRECT,False,,
284,train,"television audience it was "" current",CORRECT,CORRECT,False,,
285,train,sparked off the opposition by telling a,CORRECT,CORRECT,False,,
286,train,"Willis Robertson , of Virginia - met today in","INCORRECT: missing leading ""With"" | CORRECTED: With Willis Robertson of Virginia met today in",INCORRECT,True,"missing leading ""With""",With Willis Robertson of Virginia met today in
287,train,letter to Mr. Kennedy saying he had received several,"INCORRECT: ""letter→Hello, he→we"" | CORRECTED: ""Hello to Mr. Kennedy saying we had received several""",INCORRECT,True,"""letter→Hello, he→we""","""Hello to Mr. Kennedy saying we had received several"""
288,train,"gossip "" that Weaver once had Communist affilia-","INCORRECT: missing ""gossip that"" after affilia- | CORRECTED: ""gossip"" that Weaver once had Communist affilia-gossip that",INCORRECT,True,"missing ""gossip that"" after affilia-","""gossip"" that Weaver once had Communist affilia-gossip that"
289,train,complaints about Weaver's loyalty .,INCORRECT: complaints→complaint | CORRECTED: complaint about Weaver's loyalty.,INCORRECT,True,complaints→complaint,complaint about Weaver's loyalty.
290,train,"Senator Allen Ellender , of Louisiana ,",CORRECT,CORRECT,False,,
291,train,Senator Robertson later disclosed he had sent a,INCORRECT: he→we | CORRECTED: Senator Robertson later disclosed we had sent a,INCORRECT,True,he→we,Senator Robertson later disclosed we had sent a
292,train,closed session to discuss Weaver's appointment .,CORRECT,CORRECT,False,,
293,train,"tions . The Senate Banking Committee , which",CORRECT,CORRECT,False,,
294,train,is headed by another Southern Senator -,"INCORRECT: missing trailing ""is"" | CORRECTED: is headed by another Southern Senator - is",INCORRECT,True,"missing trailing ""is""",is headed by another Southern Senator - is
295,train,sparked off the opposition by telling a,CORRECT,CORRECT,False,,
296,train,"television audience it was "" current Washington",CORRECT,CORRECT,False,,
297,train,Robertson saying the Federal Bureau of In-,INCORRECT: Robertson→Rather than | CORRECTED: Rather than saying the Federal Bureau of In-,INCORRECT,True,Robertson→Rather than,Rather than saying the Federal Bureau of In-
298,train,"He believed he would perform "" outstanding",INCORRECT: outstanding→outstandingly | CORRECTED: He believed he would perform outstandingly,INCORRECT,True,outstanding→outstandingly,He believed he would perform outstandingly
299,train,He said these concerned Mr. Weaver's,CORRECT,CORRECT,False,,
300,train,Mr. Kennedy rushed a letter to Senator,INCORRECT: letter→letters | CORRECTED: Mr. Kennedy rushed a letters to Senator,INCORRECT,True,letter→letters,Mr. Kennedy rushed a letters to Senator
301,train,committee has to pass Mr. Weaver's,CORRECT,CORRECT,False,,
302,train,alleged association with organisations black-,CORRECT,CORRECT,False,,
303,train,"service "" in his post . Senator Robertson's","INCORRECT: ""service→resource"" | CORRECTED: ""resource in his post. Senator Robertson's""",INCORRECT,True,"""service→resource""","""resource in his post. Senator Robertson's"""
304,train,vestigation had reported on Mr. Weaver .,CORRECT,CORRECT,False,,
305,train,nomination before it can be con-,CORRECT,CORRECT,False,,
306,train,# sidered by the full Senate .,CORRECT,CORRECT,False,,
307,train,listed by the Government . Immediately,INCORRECT: listed→Unlisted | CORRECTED: Unlisted by the Government Immediately,INCORRECT,True,listed→Unlisted,Unlisted by the Government Immediately
308,train,has to pass Mr. Weaver's nomination before it,INCORRECT: Weaver's→Weaves's | CORRECTED: has to pass Mr. Weaves's nomination before it,INCORRECT,True,Weaver's→Weaves's,has to pass Mr. Weaves's nomination before it
309,train,"he would perform "" outstanding service """,CORRECT,CORRECT,False,,
310,train,alleged association with organisations black-,CORRECT,CORRECT,False,,
311,train,listed by the Government . Immediately Mr.,INCORRECT: Mr.→Kerr | CORRECTED: listed by the Government. Immediately Kerr.,INCORRECT,True,Mr.→Kerr,listed by the Government. Immediately Kerr.
312,train,He said these concerned Mr. Weaver's,INCORRECT: these→those | CORRECTED: He said those concerned Mr. Weaver's,INCORRECT,True,these→those,He said those concerned Mr. Weaver's
313,train,saying the Federal Bureau of Investigation had,CORRECT,CORRECT,False,,
314,train,Kennedy rushed a letter to Senator Robertson,INCORRECT: Robertson → Robert Kennedy | CORRECTED: Kennedy rushed a letter to Senator Robert Kennedy,INCORRECT,True,Robertson → Robert Kennedy,Kennedy rushed a letter to Senator Robert Kennedy
315,train,reported on Mr. Weaver . He believed,"INCORRECT: missing final ""reported"" | CORRECTED: reported on Mr. Weaver. He believed reported",INCORRECT,True,"missing final ""reported""",reported on Mr. Weaver. He believed reported
316,train,can be considered by the full Senate .,CORRECT,CORRECT,False,,
317,train,in his post . Senator Robertson's committee,CORRECT,CORRECT,False,,
318,train,association with organisations black-listed by the,CORRECT,CORRECT,False,,
319,train,nomination before it can be considered by the,CORRECT,CORRECT,False,,
320,train,committee has to pass Mr. Weaver's,CORRECT,CORRECT,False,,
321,train,full Senate .,CORRECT,CORRECT,False,,
322,train,of Investigation had reported on Mr. Weaver .,INCORRECT: Mr.→Mrs. | CORRECTED: of Investigation had reported on Mrs. Weaver.,INCORRECT,True,Mr.→Mrs.,of Investigation had reported on Mrs. Weaver.
323,train,He said these concerned Mr. Weaver's alleged,INCORRECT: these→those | CORRECTED: He said those concerned Mr. Weaver's alleged,INCORRECT,True,these→those,He said those concerned Mr. Weaver's alleged
324,train,"He believed he would perform "" outstanding","INCORRECT: ""outstanding→outstandingly"" | CORRECTED: He believed he would perform ""outstandingly""",INCORRECT,True,"""outstanding→outstandingly""","He believed he would perform ""outstandingly"""
325,train,Government . Immediately Mr. Kennedy rushed a letter,CORRECT,CORRECT,False,,
326,train,to Senator Robertson saying the Federal Bureau,CORRECT,CORRECT,False,,
327,train,"service "" in his post . Senator Robertson's","INCORRECT: post→posh | CORRECTED: ""service"" in his posh. Senator Robertson's",INCORRECT,True,post→posh,"""service"" in his posh. Senator Robertson's"
328,train,mention personal talks with Dr.,CORRECT,CORRECT,False,,
329,train,over West Germany's cash offer to help,"INCORRECT: over→owes, offer→offers | CORRECTED: owes West Germany's cash offers to help",INCORRECT,True,"over→owes, offer→offers",owes West Germany's cash offers to help
330,train,Germany to pay more . He did not,"INCORRECT: He→they, did→didn't, not→want | CORRECTED: Germany to pay more they didn't want",INCORRECT,True,"He→they, did→didn't, not→want",Germany to pay more they didn't want
331,train,not good enough . And he indicated,INCORRECT: he→the | CORRECTED: not good enough. And the indicated,INCORRECT,True,he→the,not good enough. And the indicated
332,train,day that the offer - 357million - was,CORRECT,CORRECT,False,,
333,train,He said bluntly in Washington yester-,CORRECT,CORRECT,False,,
334,train,"Adenauer , the West German Chancellor .",CORRECT,CORRECT,False,,
335,train,America's balance of payments position .,CORRECT,CORRECT,False,,
336,train,PRESIDENT KENNEDY is ready to get tough,CORRECT,CORRECT,False,,
337,train,that his Government would try to get,CORRECT,CORRECT,False,,
338,train,And he indicated that his Government,CORRECT,CORRECT,False,,
339,train,PRESIDENT KENNEDY is ready to get tough,INCORRECT: tough→through | CORRECTED: PRESIDENT KENNEDY is ready to get through,INCORRECT,True,tough→through,PRESIDENT KENNEDY is ready to get through
340,train,would try to get Germany to pay more . He,CORRECT,CORRECT,False,,
341,train,America's balance of payments position . He,INCORRECT: He→her | CORRECTED: America's balance of payments position. her,INCORRECT,True,He→her,America's balance of payments position. her
342,train,over West Germany's cash offer to help,CORRECT,CORRECT,False,,
343,train,said bluntly in Washington yesterday that,CORRECT,CORRECT,False,,
344,train,"Adenauer , the West German Chancellor .",CORRECT,CORRECT,False,,
345,train,the offer - 357million - was not good enough .,CORRECT,CORRECT,False,,
346,train,did not mention personal talks with Dr.,CORRECT,CORRECT,False,,
347,train,help America's balance of payments position,CORRECT,CORRECT,False,,
348,train,tough over West Germany's cash offer to,"INCORRECT: ""tough→Though, offer→offers"" | CORRECTED: ""Though over West Germany's cash offers to""",INCORRECT,True,"""tough→Though, offer→offers""","""Though over West Germany's cash offers to"""
349,train,"talks with Dr. Adenauer , the West",CORRECT,CORRECT,False,,
350,train,Government would try to get Germany to,CORRECT,CORRECT,False,,
351,train,He said bluntly in Washington yesterday,CORRECT,CORRECT,False,,
352,train,pay more . He did not mention personal,CORRECT,CORRECT,False,,
353,train,German Chancellor .,CORRECT,CORRECT,False,,
354,train,PRESIDENT KENNEDY is ready to get,CORRECT,CORRECT,False,,
355,train,that the offer - 357million - was not good,INCORRECT: not→most | CORRECTED: that the offer - 357 million - was most good,INCORRECT,True,not→most,that the offer - 357 million - was most good
