wrong,correct,count,type,wrong_repr,correct_repr
th,blu,1,replace_2:3,'th','blu'
w,unt,1,split_1:n,'w','unt'
""" tha",Abou,1,replace_5:4,"'"" tha'",'Abou'
was,being,1,replace_3:5,'was','being'
the,Along,1,replace_3:5,'the','Along'
"""",3,1,substitute_1:1,"'""'",'3'
3,,1,delete_n:0,'3',''
l,s ,1,split_1:n,'l','s '
"""",',1,substitute_1:1,"'""'","""'"""
Bu,Fri,1,replace_2:3,'Bu','Fri'
o,d,1,substitute_1:1,'o','d'
. I ,,1,delete_n:0,'. I ',''
,it ,1,insert_0:n,'','it '
pr,m,1,merge_n:1,'pr','m'
all,off,1,replace_3:3,'all','off'
b,w,1,substitute_1:1,'b','w'
l,M,1,substitute_1:1,'l','M'
ss,"m""",1,replace_2:2,'ss',"'m""'"
w,"""a",1,split_1:n,'w',"'""a'"
,n',1,insert_0:n,'',"""n'"""
te,f,1,merge_n:1,'te','f'
no,a,1,merge_n:1,'no','a'
t,ah,1,split_1:n,'t','ah'
s,"""p",1,split_1:n,'s',"'""p'"
h,"""J",1,split_1:n,'h',"'""J'"
now,mr,1,replace_3:2,'now','mr'
ba,lu,1,replace_2:2,'ba','lu'
ic,y,1,merge_n:1,'ic','y'
*,X,1,substitute_1:1,'*','X'
ton,dem,1,replace_3:3,'ton','dem'
r,ne,1,split_1:n,'r','ne'
,A ,1,insert_0:n,'','A '
,- Jalum,1,insert_0:n,'','- Jalum'
"John , ",a,1,merge_n:1,"'John , '",'a'
av,u,1,merge_n:1,'av','u'
cl,v,1,merge_n:1,'cl','v'
," Commander,""",1,insert_0:n,'',"' Commander,""'"
l,ghe,1,split_1:n,'l','ghe'
w,ud,1,split_1:n,'w','ud'
, know,1,insert_0:n,'',' know'
kn,ab,1,replace_2:2,'kn','ab'
w how,ut,1,replace_5:2,'w how','ut'
 people,,1,delete_n:0,' people',''
d,e,1,substitute_1:1,'d','e'
w,rt,1,split_1:n,'w','rt'
s,i,1,substitute_1:1,'s','i'
k,hu,1,split_1:n,'k','hu'
ong,ay,1,replace_3:2,'ong','ay'
ch ,n,1,merge_n:1,'ch ','n'
6,bo,1,split_1:n,'6','bo'
n,"a""",1,split_1:n,'n',"'a""'"
u,ie,1,split_1:n,'u','ie'
t,dy,1,split_1:n,'t','dy'
s,B,1,substitute_1:1,'s','B'
t,lh,1,split_1:n,'t','lh'
, talkative,1,insert_0:n,'',' talkative'
v,o,1,substitute_1:1,'v','o'
th,du,1,replace_2:2,'th','du'
J,D,1,substitute_1:1,'J','D'
f,"""",1,substitute_1:1,'f',"'""'"
ov,wh,1,replace_2:2,'ov','wh'
r,"n""",1,split_1:n,'r',"'n""'"
sa,repl,1,replace_2:4,'sa','repl'
genc, jur,1,replace_4:4,'genc',' jur'
Da,"""Be",1,replace_2:3,'Da',"'""Be'"
K,k,1,substitute_1:1,'K','k'
He,It,1,replace_2:2,'He','It'
r ove,,1,delete_n:0,'r ove',''
m,ru,1,split_1:n,'m','ru'
st ,d,1,merge_n:1,'st ','d'
d,a,1,substitute_1:1,'d','a'
il,nd,1,replace_2:2,'il','nd'
,ere,1,insert_0:n,'','ere'
out ,and,1,replace_4:3,'out ','and'
sh,M,1,merge_n:1,'sh','M'
got ,,1,delete_n:0,'got ',''
, get,1,insert_0:n,'',' get'
 's,,1,delete_n:0,""" 's""",''
ur,n,1,merge_n:1,'ur','n'
""" L",l,1,merge_n:1,"'"" L'",'l'
as,in,1,replace_2:2,'as','in'
sh,bl,1,replace_2:2,'sh','bl'
never,wall,1,replace_5:4,'never','wall'
,ju,1,insert_0:n,'','ju'
,he,1,insert_0:n,'','he'
me ,"""And",1,replace_3:4,'me ',"'""And'"
.,u,1,substitute_1:1,'.','u'
lon,mag,1,replace_3:3,'lon','mag'
l, sw,1,split_1:n,'l',' sw'
 ,h,1,substitute_1:1,' ','h'
oo,a,1,merge_n:1,'oo','a'
sh,du,1,replace_2:2,'sh','du'
ow,av,1,replace_2:2,'ow','av'
ck,ad,1,replace_2:2,'ck','ad'
,"e""",1,insert_0:n,'',"'e""'"
 Is,Do,1,replace_3:2,' Is','Do'
sh,tak,1,replace_2:3,'sh','tak'
f,stl,1,split_1:n,'f','stl'
m,ner,1,split_1:n,'m','ner'
in,ul,1,replace_2:2,'in','ul'
rner,uld,1,replace_4:3,'rner','uld'
G,S,1,substitute_1:1,'G','S'
's,,1,delete_n:0,"""'s""",''
w,le,1,split_1:n,'w','le'
me,unt,1,replace_2:3,'me','unt'
sm,ru,1,replace_2:2,'sm','ru'
e .,,1,delete_n:0,'e .',''
ho,marke,1,replace_2:5,'ho','marke'
el .,,1,delete_n:0,'el .',''
,Cl,1,insert_0:n,'','Cl'
w,"""W",1,split_1:n,'w',"'""W'"
-----------------------------------------------------,sentence database,1,replace_53:17,'-----------------------------------------------------','sentence database'
nc,r,1,merge_n:1,'nc','r'
,"""H",1,insert_0:n,'',"'""H'"
that ,,1,delete_n:0,'that ',''
k,K,1,substitute_1:1,'k','K'
then ,,1,delete_n:0,'then ',''
av,ou,1,replace_2:2,'av','ou'
r .,t,1,merge_n:1,'r .','t'
ra,,1,delete_n:0,'ra',''
h,o H,1,split_1:n,'h','o H'
Gav,go,1,replace_3:2,'Gav','go'
ham,tound,1,replace_3:5,'ham','tound'
, Ted,1,insert_0:n,'',' Ted'
 friends ,,1,delete_n:0,' friends ',''
,G,1,insert_0:n,'','G'
she ,,1,delete_n:0,'she ',''
to t,T,1,merge_n:1,'to t','T'
, see,1,insert_0:n,'',' see'
b,g,1,substitute_1:1,'b','g'
wo,ca,1,replace_2:2,'wo','ca'
, evening,1,insert_0:n,'',' evening'
in,Hall,1,replace_2:4,'in','Hall'
st,r,1,merge_n:1,'st','r'
th,Ne,1,replace_2:2,'th','Ne'
 on,,1,delete_n:0,' on',''
sho,gr,1,replace_3:2,'sho','gr'
orn,um,1,replace_3:2,'orn','um'
N,H,1,substitute_1:1,'N','H'
 some,,1,delete_n:0,' some',''
g,c,1,substitute_1:1,'g','c'
U,ll ,1,split_1:n,'U','ll '
1 ,A,1,merge_n:1,'1 ','A'
ub,il,1,replace_2:2,'ub','il'
t,"""N",1,split_1:n,'t',"'""N'"
"""",in,1,split_1:n,"'""'",'in'
tu,ha,1,replace_2:2,'tu','ha'
bb,dd,1,replace_2:2,'bb','dd'
L,T,1,substitute_1:1,'L','T'
ub,wst,1,replace_2:3,'ub','wst'
f,p,1,substitute_1:1,'f','p'
,ounc,1,insert_0:n,'','ounc'
dem,,1,delete_n:0,'dem',''
nd,sk,1,replace_2:2,'nd','sk'
,another,1,insert_0:n,'','another'
,s being,1,insert_0:n,'','s being'
t,"""W",1,split_1:n,'t',"'""W'"
, any,1,insert_0:n,'',' any'
"! "" sh",c,1,merge_n:1,"'! "" sh'",'c'
any ,,1,delete_n:0,'any ',''
ro,me,1,replace_2:2,'ro','me'
st,H,1,merge_n:1,'st','H'
b,Gl,1,split_1:n,'b','Gl'
isfi, r,1,replace_4:2,'isfi',' r'
d ,al,1,replace_2:2,'d ','al'
nt,lk,1,replace_2:2,'nt','lk'
u,io,1,split_1:n,'u','io'
s,at,1,split_1:n,'s','at'
v,y,1,substitute_1:1,'v','y'
w,Ev,1,split_1:n,'w','Ev'
re,n,1,merge_n:1,'re','n'
nd ,cipal,1,replace_3:5,'nd ','cipal'
ed,al,1,replace_2:2,'ed','al'
nd,at,1,replace_2:2,'nd','at'
S,t,1,substitute_1:1,'S','t'
n he,,1,delete_n:0,'n he',''
,lies,1,insert_0:n,'','lies'
u,lea,1,split_1:n,'u','lea'
h,L,1,substitute_1:1,'h','L'
r,i,1,substitute_1:1,'r','i'
th,Hel,1,replace_2:3,'th','Hel'
e,di,1,split_1:n,'e','di'
,wspape,1,insert_0:n,'','wspape'
vous,,1,delete_n:0,'vous',''
 ' ',,1,delete_n:0,""" ' '""",''
't,,1,delete_n:0,"""'t""",''
it .,s,1,merge_n:1,'it .','s'
:,You can't forgive him for this,1,split_1:n,':',"""You can't forgive him for this"""
v,last w,1,split_1:n,'v','last w'
wel,rd,1,replace_3:2,'wel','rd'
ust,ead,1,replace_3:3,'ust','ead'
fak,to b,1,replace_3:4,'fak','to b'
